Tmean,Tsd,Tsd_short,CTmin,CTmax,Topt,Inc,Sigma,Scale,Tpers,Fec,Dens,BRate,Rep,Tmax,Tmin,CTrange,CTmax_sd,CTmin_sd
18,0,2.5,11.149122,24.890322,20.023854,4.992893,2.563736,1.5491,32716,1.958319,292,12.28,5,20.5,15.5,13.7412,-0.323627090229615,1.21292620471187
18,0,2.5,-2.144094,30.540061,26.731169,3.907842,8.341498,0.701294,53628,1.958319,86,3.22,5,20.5,15.5,32.684155,1.23538448461147,-0.756640579129123
18,0,2.5,12.939125,26.92074,24.453427,2.53141,3.326256,1.608231,91778,1.958319,195,8.48,5,20.5,15.5,13.981615,0.236654573005745,1.47813896073537
18,0,2.5,0.934267,30.413202,24.552675,6.012776,6.822896,0.757407,70315,1.958319,143,6.09,5,20.5,15.5,29.478935,1.20037850480023,-0.300540446981151
18,0,2.5,-2.577635,31.201883,22.233959,9.2009,7.167584,0.647389,99445,1.958319,95,4.55,5,20.5,15.5,33.779518,1.41801029413726,-0.820875445472468
18,0,2.5,-4.935707,26.019101,19.110674,7.087899,6.946529,0.715802,91075,1.958319,157,6.55,5,20.5,15.5,30.954808,-0.0121472986078177,-1.17025518060244
18,0,2.5,-0.850277,27.979664,20.727836,7.440222,6.233494,0.76181,31193,1.958319,141,6.64,5,20.5,15.5,28.829941,0.528858296554216,-0.564944379536128
18,0,2.5,15.631881,26.63972,23.383922,3.34038,2.239413,1.968247,67727,1.958319,165,6.34,5,20.5,15.5,11.007839,0.159108790313511,1.87710658261021
18,0,2.5,-10.56363,27.830966,22.01063,5.971541,9.410066,0.590302,11863,1.958319,128,5.05,5,20.5,15.5,38.394596,0.48782597574157,-2.00410683868237
18,0,2.5,9.717661,29.586549,28.440331,1.175995,5.408613,1.175988,1464,1.958319,70,2.39,5,20.5,15.5,19.868888,0.972268569920562,1.00083621550506
18,0,2.5,7.810055,26.610085,21.534262,5.207687,3.964655,1.161601,30911,1.958319,316,13.01,5,20.5,15.5,18.80003,0.150931189893311,0.718199010613795
18,0,2.5,5.377316,23.829978,21.880333,2.000295,4.767398,1.246545,18311,1.958319,294,12.14,5,20.5,15.5,18.452662,-0.616222654257137,0.357756366173613
18,0,2.5,7.720066,28.106013,21.107727,7.180093,3.867433,1.04759,77453,1.958319,260,11.84,5,20.5,15.5,20.385947,0.563723544925795,0.704865943182177
18,0,2.5,6.68274,22.330583,17.786595,4.662036,3.207686,1.386888,20052,1.958319,274,12.14,5,20.5,15.5,15.647843,-1.0299717071353,0.551172297219106
18,0,2.5,10.122367,24.381085,21.755705,2.693584,3.360644,1.573158,76419,1.958319,300,11.86,5,20.5,15.5,14.258718,-0.464147984617364,1.06079879301987
18,0,2.5,9.848666,26.282011,19.85923,6.589638,2.891856,1.281216,77669,1.958319,312,12.99,5,20.5,15.5,16.433345,0.0604011382565163,1.02024634895336
